1.711516939147919927e-02,5.744063556012373303e-17,0.000000000000000000e+00,-8.877087606512783502e-01
1.721995153347013335e-02,1.496624353109937168e-02,3.999573466219940665e-04,-8.877087606512783502e-01
1.732532351177430707e-02,3.002471039618620843e-02,8.019294823928206205e-04,-8.877087606512783502e-01
1.743128830541176844e-02,4.517623370605728522e-02,1.205927445982435528e-03,-8.877087606512783502e-01
1.753784890630831136e-02,6.042164657150936313e-02,1.611962276060794437e-03,-8.877087606512783502e-01
1.764500831933858357e-02,7.576178210333914254e-02,2.020045011297853972e-03,-8.877087606512783502e-01
1.775276956236923956e-02,9.119747341234336890e-02,2.430186690363568807e-03,-8.877087606512783502e-01
1.786113566630235724e-02,1.067295536093187808e-01,2.842398351927895566e-03,-8.877087606512783502e-01
1.797010967511866036e-02,1.223588558050654196e-01,3.256691034660821882e-03,-8.877087606512783502e-01
1.807969464592096287e-02,1.380862208177776329e-01,3.673075849625722245e-03,-8.877087606512783502e-01
1.818989364897774519e-02,1.539125196012275099e-01,4.091564190940982434e-03,-8.877087606512783502e-01
1.830070976776660210e-02,1.698386304734697816e-01,4.512167521895626629e-03,-8.877087606512783502e-01
1.841214609901790922e-02,1.858654317537012657e-01,4.934897305789401334e-03,-8.877087606512783502e-01
1.852420575275851716e-02,2.019938086346328154e-01,5.359765070468660263e-03,-8.877087606512783502e-01
1.863689185235556031e-02,2.182246694151066257e-01,5.786782560760806576e-03,-8.877087606512783502e-01
1.875020753456014405e-02,2.345589272439683182e-01,6.215961567037813287e-03,-8.877087606512783502e-01
1.886415594955138941e-02,2.509974952879013288e-01,6.647313879836459945e-03,-8.877087606512783502e-01
1.897874026098031117e-02,2.675412963306277314e-01,7.080851378545705184e-03,-8.877087606512783502e-01
1.909396364601384510e-02,2.841912786224558563e-01,7.516586177841241313e-03,-8.877087606512783502e-01
1.920982929537899328e-02,3.009483945811491923e-01,7.954530430902035862e-03,-8.877087606512783502e-01
1.932634041340688599e-02,3.178135967313221455e-01,8.394696291896919932e-03,-8.877087606512783502e-01
1.944350021807708662e-02,3.347878502754839114e-01,8.837096032442422894e-03,-8.877087606512783502e-01
1.956131194106183399e-02,3.518721449046118277e-01,9.281742151015622694e-03,-8.877087606512783502e-01
1.967977882777038542e-02,3.690674731046555412e-01,9.728647171986145800e-03,-8.877087606512783502e-01
